,Unnamed: 0,id,producer,title,tracks,type,associated_labels,name,bit_rate,composer,duration,genre_top,genres,genres_all,license,number,tags.2,title.1
87,2219,-1.0,,,-1.0,,,Antiguo Automata Mexicano,256000.0,,429.0,Electronic,[15],[15],Attribution,6.0,[],Chez Nobody
88,2220,-1.0,,,-1.0,,,Antiguo Automata Mexicano,256000.0,,550.0,Electronic,[15],[15],Attribution,7.0,[],Endtroduction and Interview
100,2221,-1.0,,,-1.0,,,Chris Moore,256000.0,,157.0,Folk,[17],[17],Attribution,1.0,[],New and Cruel
101,2222,-1.0,,,-1.0,,,Chris Moore,256000.0,,172.0,Folk,[17],[17],Attribution,2.0,[],Fast Fight
102,2223,-1.0,,,-1.0,,,Chris Moore,256000.0,,208.0,Folk,[17],[17],Attribution,3.0,[],Verified
103,2224,-1.0,,,-1.0,,,Chris Moore,256000.0,,226.0,Folk,[17],[17],Attribution,4.0,[],Prescription Book
104,2225,-1.0,,,-1.0,,,Chris Moore,256000.0,,229.0,Folk,[17],[17],Attribution,5.0,[],Home From War
105,2226,-1.0,,,-1.0,,,Chris Moore,256000.0,,144.0,Folk,[17],[17],Attribution,6.0,[],Askin for the World
106,2227,-1.0,,,-1.0,,,Chris Moore,256000.0,,1801.0,Folk,[17],[17],Attribution,0.0,[],Live on WFMU 9/22/08
117,2228,642.0,Terre T,Live at WFMU on Terre T's Show on 11/15/2003,9.0,Live Performance,,Frigg A Go Go (F.A.G.G.),256000.0,,167.0,Rock,[12],[12],Attribution,1.0,[],Burnin Hell Blues
120,2229,2032.0,Dan Bodah,Live at WFMU on Airborne Event 6/8/2008,3.0,Radio Program,,Japanische Kampfhorspiele,256000.0,,175.0,Rock,[31],"[12, 31]",Attribution,1.0,[],Zieh Die Jacke Falschrum An / Schwanzverglisse
124,2230,2040.0,Irene Trudel,Live at WFMU on Irene Trudel's show 10/27/2008,3.0,Live Performance,,Lior,256000.0,,419.0,Folk,[17],[17],Attribution,1.0,[],Bedoin Song
125,2231,572.0,Brian Turner,Live at WFMU on Brian Turner's Show on 2/27/2001,8.0,Radio Program,,Lightning Bolt,256000.0,,316.0,Rock,[12],[12],Attribution,1.0,[],Track 01
126,2232,572.0,Brian Turner,Live at WFMU on Brian Turner's Show on 2/27/2001,8.0,Radio Program,,Lightning Bolt,256000.0,,525.0,Rock,[12],[12],Attribution,2.0,[],Track 02
127,2233,572.0,Brian Turner,Live at WFMU on Brian Turner's Show on 2/27/2001,8.0,Radio Program,,Lightning Bolt,256000.0,,469.0,Rock,[12],[12],Attribution,3.0,[],Track 03
128,2234,572.0,Brian Turner,Live at WFMU on Brian Turner's Show on 2/27/2001,8.0,Radio Program,,Lightning Bolt,256000.0,,301.0,Rock,[12],[12],Attribution,4.0,[],Track 04
129,2235,572.0,Brian Turner,Live at WFMU on Brian Turner's Show on 2/27/2001,8.0,Radio Program,,Lightning Bolt,256000.0,,1064.0,Rock,[12],[12],Attribution,5.0,[],Track 05
130,2236,572.0,Brian Turner,Live at WFMU on Brian Turner's Show on 2/27/2001,8.0,Radio Program,,Lightning Bolt,256000.0,,1022.0,Rock,[12],[12],Attribution,6.0,[],Track 06
131,2237,572.0,Brian Turner,Live at WFMU on Brian Turner's Show on 2/27/2001,8.0,Radio Program,,Lightning Bolt,256000.0,,499.0,Rock,[12],[12],Attribution,7.0,[],Track 07
132,2238,572.0,Brian Turner,Live at WFMU on Brian Turner's Show on 2/27/2001,8.0,Radio Program,,Lightning Bolt,256000.0,,489.0,Rock,[12],[12],Attribution,8.0,[],Track 08
133,2239,-1.0,,,-1.0,,HUSH,Loch Lomond,128000.0,,235.0,Folk,[17],[17],Attribution,1.0,[],Bird and a Bear
134,2240,-1.0,,,-1.0,,HUSH,Loch Lomond,128000.0,,306.0,Folk,[17],[17],Attribution,4.0,[],Carl Sagan
135,2241,-1.0,,,-1.0,,HUSH,Loch Lomond,128000.0,,288.0,Folk,[17],[17],Attribution,5.0,[],Elephants and Little Girls
136,2242,-1.0,,,-1.0,,HUSH,Loch Lomond,128000.0,,220.0,Folk,[17],[17],Attribution,3.0,[],Song in 3/4
137,2243,-1.0,,,-1.0,,HUSH,Loch Lomond,128000.0,,256.0,Folk,[17],[17],Attribution,6.0,[],Stripe II
138,2244,-1.0,,,-1.0,,HUSH,Loch Lomond,128000.0,,248.0,Folk,[17],[17],Attribution,2.0,[],Tick
139,2245,-1.0,,,-1.0,,HUSH,Loch Lomond,128000.0,,275.0,Folk,[17],[17],Attribution,7.0,[],Witchy
140,2246,931.0,Liz Berg,Live at WFMU on Liz B's Show on 7/14/2008,15.0,Radio Program,,Los Fancy Free,256000.0,,316.0,Rock,"[25, 58]","[25, 58, 12]",Attribution,1.0,[],Mother
141,2247,931.0,Liz Berg,Live at WFMU on Liz B's Show on 7/14/2008,15.0,Radio Program,,Los Fancy Free,256000.0,,230.0,Rock,"[25, 58]","[25, 58, 12]",Attribution,2.0,[],High Society
142,2248,931.0,Liz Berg,Live at WFMU on Liz B's Show on 7/14/2008,15.0,Radio Program,,Los Fancy Free,256000.0,,236.0,Rock,"[25, 58]","[25, 58, 12]",Attribution,3.0,[],Hope
143,2249,931.0,Liz Berg,Live at WFMU on Liz B's Show on 7/14/2008,15.0,Radio Program,,Los Fancy Free,256000.0,,197.0,Rock,"[25, 58]","[25, 58, 12]",Attribution,4.0,[],Fear
144,2250,931.0,Liz Berg,Live at WFMU on Liz B's Show on 7/14/2008,15.0,Radio Program,,Los Fancy Free,256000.0,,277.0,Rock,"[25, 58]","[25, 58, 12]",Attribution,6.0,[],Beatle Suit & Purple Boots
145,2251,931.0,Liz Berg,Live at WFMU on Liz B's Show on 7/14/2008,15.0,Radio Program,,Los Fancy Free,256000.0,,321.0,Rock,"[25, 58]","[25, 58, 12]",Attribution,7.0,[],Naive Heat
146,2252,931.0,Liz Berg,Live at WFMU on Liz B's Show on 7/14/2008,15.0,Radio Program,,Los Fancy Free,256000.0,,253.0,Rock,"[25, 58]","[25, 58, 12]",Attribution,8.0,[],Dinosaurs
147,2253,931.0,Liz Berg,Live at WFMU on Liz B's Show on 7/14/2008,15.0,Radio Program,,Los Fancy Free,256000.0,,165.0,Rock,"[25, 58]","[25, 58, 12]",Attribution,9.0,[],Money Money Money
148,2254,931.0,Liz Berg,Live at WFMU on Liz B's Show on 7/14/2008,15.0,Radio Program,,Los Fancy Free,256000.0,,243.0,Rock,"[25, 58]","[25, 58, 12]",Attribution,10.0,[],Ja Ja Ja
149,2255,931.0,Liz Berg,Live at WFMU on Liz B's Show on 7/14/2008,15.0,Radio Program,,Los Fancy Free,256000.0,,3261.0,Rock,"[25, 58]","[25, 58, 12]",Attribution,100.0,[],(full set)
150,2256,931.0,Liz Berg,Live at WFMU on Liz B's Show on 7/14/2008,15.0,Radio Program,,Los Fancy Free,256000.0,,839.0,Rock,"[25, 58]","[25, 58, 12]",Attribution,11.0,[],interview
151,2257,1242.0,Bethany Ryker,Live at WFMU on Bethany's Show on 9/10/2006,8.0,Radio Program,,Mary Halvorson and Jessica Pavone,256000.0,Mary Halvorson,258.0,Folk,[17],[17],Attribution,1.0,[],Crawling
152,2258,587.0,,Live at WFMU on Scott's Show on 11/9/2001,13.0,Radio Program,,Mink Lungs,256000.0,,212.0,Rock,"[12, 66]","[66, 12]",Attribution,7.0,[],Hopes Up High
153,2259,587.0,,Live at WFMU on Scott's Show on 11/9/2001,13.0,Radio Program,,Mink Lungs,256000.0,,152.0,Rock,"[12, 66]","[66, 12]",Attribution,8.0,[],Black Balloon
154,2260,587.0,,Live at WFMU on Scott's Show on 11/9/2001,13.0,Radio Program,,Mink Lungs,256000.0,,199.0,Rock,"[12, 66]","[66, 12]",Attribution,9.0,[],Watch Yourself
155,2261,587.0,,Live at WFMU on Scott's Show on 11/9/2001,13.0,Radio Program,,Mink Lungs,256000.0,,130.0,Rock,"[12, 66]","[66, 12]",Attribution,10.0,[],Who Loves You Dear
156,2262,587.0,,Live at WFMU on Scott's Show on 11/9/2001,13.0,Radio Program,,Mink Lungs,256000.0,,211.0,Rock,"[12, 66]","[66, 12]",Attribution,11.0,[],The Man Downstairs
157,2263,587.0,,Live at WFMU on Scott's Show on 11/9/2001,13.0,Radio Program,,Mink Lungs,256000.0,,16.0,Rock,"[12, 66]","[66, 12]",Attribution,12.0,[],Swaggart 2
158,2264,587.0,,Live at WFMU on Scott's Show on 11/9/2001,13.0,Radio Program,,Mink Lungs,256000.0,,212.0,Rock,"[12, 66]","[66, 12]",Attribution,13.0,[],Flying Saucers Homes
159,2265,587.0,,Live at WFMU on Scott's Show on 11/9/2001,13.0,Radio Program,,Mink Lungs,256000.0,,139.0,Rock,"[12, 66]","[66, 12]",Attribution,14.0,[],Interview with Mink Lungs
160,2266,2044.0,Joe Belock,Live at WFMU on Joe Belock's Show 8/14/2008,8.0,Radio Program,,Miss Chain and the Broken Heels,256000.0,,96.0,Rock,[85],"[12, 85]",Attribution,1.0,[],My Gang
161,2267,2044.0,Joe Belock,Live at WFMU on Joe Belock's Show 8/14/2008,8.0,Radio Program,,Miss Chain and the Broken Heels,256000.0,,148.0,Rock,[85],"[12, 85]",Attribution,2.0,[],Heartsick
162,2268,2044.0,Joe Belock,Live at WFMU on Joe Belock's Show 8/14/2008,8.0,Radio Program,,Miss Chain and the Broken Heels,256000.0,,139.0,Rock,[85],"[12, 85]",Attribution,3.0,[],He's Your Boy (but could be mine)
163,2269,2044.0,Joe Belock,Live at WFMU on Joe Belock's Show 8/14/2008,8.0,Radio Program,,Miss Chain and the Broken Heels,256000.0,,184.0,Rock,[85],"[12, 85]",Attribution,4.0,[],Lie
164,2270,2044.0,Joe Belock,Live at WFMU on Joe Belock's Show 8/14/2008,8.0,Radio Program,,Miss Chain and the Broken Heels,256000.0,,150.0,Rock,[85],"[12, 85]",Attribution,5.0,[],Searchers
165,2271,2044.0,Joe Belock,Live at WFMU on Joe Belock's Show 8/14/2008,8.0,Radio Program,,Miss Chain and the Broken Heels,256000.0,,182.0,Rock,[85],"[12, 85]",Attribution,6.0,[],Boys and Girls
166,2272,2044.0,Joe Belock,Live at WFMU on Joe Belock's Show 8/14/2008,8.0,Radio Program,,Miss Chain and the Broken Heels,256000.0,,150.0,Rock,[85],"[12, 85]",Attribution,7.0,[],Up All Night
167,2273,2044.0,Joe Belock,Live at WFMU on Joe Belock's Show 8/14/2008,8.0,Radio Program,,Miss Chain and the Broken Heels,256000.0,,143.0,Rock,[85],"[12, 85]",Attribution,8.0,[],Common Shell
168,2274,2049.0,Joe Belock,Live at WFMU of Joe Belock's Show 6/19/2008,10.0,Radio Program,,Miss Derringer,256000.0,,150.0,Rock,"[12, 85]","[12, 85]",Attribution,1.0,[],Click Click Bang Bang
169,2275,2049.0,Joe Belock,Live at WFMU of Joe Belock's Show 6/19/2008,10.0,Radio Program,,Miss Derringer,256000.0,,170.0,Rock,"[12, 85]","[12, 85]",Attribution,2.0,[],Bullet Proof Heart
170,2276,2049.0,Joe Belock,Live at WFMU of Joe Belock's Show 6/19/2008,10.0,Radio Program,,Miss Derringer,256000.0,,185.0,Rock,"[12, 85]","[12, 85]",Attribution,3.0,[],Death By Desire
171,2277,2049.0,Joe Belock,Live at WFMU of Joe Belock's Show 6/19/2008,10.0,Radio Program,,Miss Derringer,256000.0,,236.0,Rock,"[12, 85]","[12, 85]",Attribution,4.0,[],Tonight I've Got a Bottle
172,2278,2049.0,Joe Belock,Live at WFMU of Joe Belock's Show 6/19/2008,10.0,Radio Program,,Miss Derringer,256000.0,,241.0,Rock,"[12, 85]","[12, 85]",Attribution,5.0,[],He Hung On A Sunday
173,2279,2049.0,Joe Belock,Live at WFMU of Joe Belock's Show 6/19/2008,10.0,Radio Program,,Miss Derringer,256000.0,,231.0,Rock,"[12, 85]","[12, 85]",Attribution,6.0,[],Black Tears
174,2280,2049.0,Joe Belock,Live at WFMU of Joe Belock's Show 6/19/2008,10.0,Radio Program,,Miss Derringer,256000.0,,158.0,Rock,"[12, 85]","[12, 85]",Attribution,7.0,[],Better Run Away From Me
175,2281,2049.0,Joe Belock,Live at WFMU of Joe Belock's Show 6/19/2008,10.0,Radio Program,,Miss Derringer,256000.0,,211.0,Rock,"[12, 85]","[12, 85]",Attribution,8.0,[],unititlednew
176,2282,2049.0,Joe Belock,Live at WFMU of Joe Belock's Show 6/19/2008,10.0,Radio Program,,Miss Derringer,256000.0,,146.0,Rock,"[12, 85]","[12, 85]",Attribution,9.0,[],Train Wreck Blues
177,2283,2049.0,Joe Belock,Live at WFMU of Joe Belock's Show 6/19/2008,10.0,Radio Program,,Miss Derringer,256000.0,,167.0,Rock,"[12, 85]","[12, 85]",Attribution,10.0,[],I Close My Eyes
178,2284,2049.0,Joe Belock,Live at WFMU of Joe Belock's Show 6/19/2008,10.0,Radio Program,,Miss Derringer,256000.0,,406.0,Rock,"[12, 85]","[12, 85]",Attribution,11.0,[],InterviewPortion
179,2285,2050.0,Pat Duncan,Live at WFMU on Pat Duncan's Show 4/17/2008,0.0,Radio Program,,Mod Fun,256000.0,,264.0,Rock,[111],"[25, 12, 111]",Attribution,1.0,[],I Can See Everything
180,2286,2050.0,Pat Duncan,Live at WFMU on Pat Duncan's Show 4/17/2008,0.0,Radio Program,,Mod Fun,256000.0,,232.0,Rock,[111],"[25, 12, 111]",Attribution,2.0,[],I Fell
181,2287,2050.0,Pat Duncan,Live at WFMU on Pat Duncan's Show 4/17/2008,0.0,Radio Program,,Mod Fun,256000.0,,207.0,Rock,[111],"[25, 12, 111]",Attribution,3.0,[],Take It All
182,2288,2050.0,Pat Duncan,Live at WFMU on Pat Duncan's Show 4/17/2008,0.0,Radio Program,,Mod Fun,256000.0,,297.0,Rock,[111],"[25, 12, 111]",Attribution,4.0,[],I Believe
183,2289,2050.0,Pat Duncan,Live at WFMU on Pat Duncan's Show 4/17/2008,0.0,Radio Program,,Mod Fun,256000.0,,145.0,Rock,[111],"[25, 12, 111]",Attribution,5.0,[],A Minute Twenty
184,2290,2050.0,Pat Duncan,Live at WFMU on Pat Duncan's Show 4/17/2008,0.0,Radio Program,,Mod Fun,256000.0,,191.0,Rock,[111],"[25, 12, 111]",Attribution,6.0,[],Eyes Getting Louder
185,2291,2050.0,Pat Duncan,Live at WFMU on Pat Duncan's Show 4/17/2008,0.0,Radio Program,,Mod Fun,256000.0,,210.0,Rock,[111],"[25, 12, 111]",Attribution,7.0,[],Mrs Andy Warhol
186,2292,2050.0,Pat Duncan,Live at WFMU on Pat Duncan's Show 4/17/2008,0.0,Radio Program,,Mod Fun,256000.0,,173.0,Rock,[111],"[25, 12, 111]",Attribution,8.0,[],All The Away
187,2293,2050.0,Pat Duncan,Live at WFMU on Pat Duncan's Show 4/17/2008,0.0,Radio Program,,Mod Fun,256000.0,,269.0,Rock,[111],"[25, 12, 111]",Attribution,9.0,[],Hope Its Today
188,2294,2050.0,Pat Duncan,Live at WFMU on Pat Duncan's Show 4/17/2008,0.0,Radio Program,,Mod Fun,256000.0,,267.0,Rock,[111],"[25, 12, 111]",Attribution,10.0,[],Thinking Of Things To Say
189,2295,2050.0,Pat Duncan,Live at WFMU on Pat Duncan's Show 4/17/2008,0.0,Radio Program,,Mod Fun,256000.0,,145.0,Rock,[111],"[25, 12, 111]",Attribution,11.0,[],Leaving Here
190,2296,2050.0,Pat Duncan,Live at WFMU on Pat Duncan's Show 4/17/2008,0.0,Radio Program,,Mod Fun,256000.0,,331.0,Rock,[111],"[25, 12, 111]",Attribution,12.0,[],I Am With You
191,2297,2035.0,Terre T,Live at WFMU on the Cherry Blossom Clinic 9/6/2002,2.0,Live Performance,"Mute, Birdman, In the Red",Modey Lemon,256000.0,,196.0,Rock,[85],"[12, 85]",Attribution,1.0,[],Big Bang
192,2298,2037.0,Terre T,Live at WFMU on The Cherry Blossom Clinic 4/29/2006,4.0,Live Performance,"Mute, Birdman, In the Red",Modey Lemon,256000.0,,295.0,Rock,[85],"[12, 85]",Attribution,1.0,[],Mountain Mist
193,2299,2035.0,Terre T,Live at WFMU on the Cherry Blossom Clinic 9/6/2002,2.0,Live Performance,"Mute, Birdman, In the Red",Modey Lemon,256000.0,,168.0,Rock,[85],"[12, 85]",Attribution,2.0,[],Crows
194,2300,2035.0,Terre T,Live at WFMU on the Cherry Blossom Clinic 9/6/2002,2.0,Live Performance,"Mute, Birdman, In the Red",Modey Lemon,256000.0,,226.0,Rock,[85],"[12, 85]",Attribution,3.0,[],Enemy
195,2301,2037.0,Terre T,Live at WFMU on The Cherry Blossom Clinic 4/29/2006,4.0,Live Performance,"Mute, Birdman, In the Red",Modey Lemon,256000.0,,224.0,Rock,[85],"[12, 85]",Attribution,3.0,[],Other Direction
196,2302,2037.0,Terre T,Live at WFMU on The Cherry Blossom Clinic 4/29/2006,4.0,Live Performance,"Mute, Birdman, In the Red",Modey Lemon,256000.0,,242.0,Rock,[85],"[12, 85]",Attribution,4.0,[],Tongues
197,2303,2035.0,Terre T,Live at WFMU on the Cherry Blossom Clinic 9/6/2002,2.0,Live Performance,"Mute, Birdman, In the Red",Modey Lemon,256000.0,,247.0,Rock,[85],"[12, 85]",Attribution,4.0,[],U Bug Me
198,2304,2037.0,Terre T,Live at WFMU on The Cherry Blossom Clinic 4/29/2006,4.0,Live Performance,"Mute, Birdman, In the Red",Modey Lemon,256000.0,,637.0,Rock,[85],"[12, 85]",Attribution,5.0,[],Predator
199,2305,2037.0,Terre T,Live at WFMU on The Cherry Blossom Clinic 4/29/2006,4.0,Live Performance,"Mute, Birdman, In the Red",Modey Lemon,256000.0,,255.0,Rock,[85],"[12, 85]",Attribution,6.0,[],Sleepwalkers
200,2306,2035.0,Terre T,Live at WFMU on the Cherry Blossom Clinic 9/6/2002,2.0,Live Performance,"Mute, Birdman, In the Red",Modey Lemon,256000.0,,138.0,Rock,[85],"[12, 85]",Attribution,5.0,[],The Guest
201,2307,2035.0,Terre T,Live at WFMU on the Cherry Blossom Clinic 9/6/2002,2.0,Live Performance,"Mute, Birdman, In the Red",Modey Lemon,256000.0,,349.0,Rock,[85],"[12, 85]",Attribution,6.0,[],Coffin Talk
202,2308,2037.0,Terre T,Live at WFMU on The Cherry Blossom Clinic 4/29/2006,4.0,Live Performance,"Mute, Birdman, In the Red",Modey Lemon,256000.0,,255.0,Rock,[85],"[12, 85]",Attribution,7.0,[],We Move in Waves
203,2309,2035.0,Terre T,Live at WFMU on the Cherry Blossom Clinic 9/6/2002,2.0,Live Performance,"Mute, Birdman, In the Red",Modey Lemon,256000.0,,134.0,Rock,[85],"[12, 85]",Attribution,7.0,[],Thunder + Lightning
204,2310,2035.0,Terre T,Live at WFMU on the Cherry Blossom Clinic 9/6/2002,2.0,Live Performance,"Mute, Birdman, In the Red",Modey Lemon,256000.0,,360.0,Rock,[85],"[12, 85]",Attribution,8.0,[],Jesus Christ for Dinner
205,2311,2037.0,Terre T,Live at WFMU on The Cherry Blossom Clinic 4/29/2006,4.0,Live Performance,"Mute, Birdman, In the Red",Modey Lemon,256000.0,,215.0,Rock,[85],"[12, 85]",Attribution,8.0,[],Mr Mercedes
206,2312,2035.0,Terre T,Live at WFMU on the Cherry Blossom Clinic 9/6/2002,2.0,Live Performance,"Mute, Birdman, In the Red",Modey Lemon,256000.0,,352.0,Rock,[85],"[12, 85]",Attribution,9.0,[],Dr. Bodysnatcher
207,2313,2037.0,Terre T,Live at WFMU on The Cherry Blossom Clinic 4/29/2006,4.0,Live Performance,"Mute, Birdman, In the Red",Modey Lemon,256000.0,,260.0,Rock,[85],"[12, 85]",Attribution,9.0,[],Not to Touch the Earth
208,2314,2037.0,Terre T,Live at WFMU on The Cherry Blossom Clinic 4/29/2006,4.0,Live Performance,"Mute, Birdman, In the Red",Modey Lemon,256000.0,,711.0,Rock,[85],"[12, 85]",Attribution,10.0,[],Chat with Terre T
209,2315,1795.0,,Live at WFMU on Liz Berg's Show on 9/15/2008,6.0,Radio Program,Very Small Scene,Mors Ontologica,256000.0,,837.0,Rock,[12],[12],Attribution,0.0,[],Live at WFMU (Full set)
210,2316,1795.0,,Live at WFMU on Liz Berg's Show on 9/15/2008,6.0,Radio Program,Very Small Scene,Mors Ontologica,256000.0,,142.0,Rock,[12],[12],Attribution,1.0,[],No Contest
211,2317,1795.0,,Live at WFMU on Liz Berg's Show on 9/15/2008,6.0,Radio Program,Very Small Scene,Mors Ontologica,256000.0,,202.0,Rock,[12],[12],Attribution,2.0,[],The Works
212,2318,1795.0,,Live at WFMU on Liz Berg's Show on 9/15/2008,6.0,Radio Program,Very Small Scene,Mors Ontologica,256000.0,,184.0,Rock,[12],[12],Attribution,3.0,[],Beyond Luxury
213,2319,1795.0,,Live at WFMU on Liz Berg's Show on 9/15/2008,6.0,Radio Program,Very Small Scene,Mors Ontologica,256000.0,,153.0,Rock,[12],[12],Attribution,4.0,[],Born To Lose
214,2320,1795.0,,Live at WFMU on Liz Berg's Show on 9/15/2008,6.0,Radio Program,Very Small Scene,Mors Ontologica,256000.0,,107.0,Rock,[12],[12],Attribution,5.0,[],I'll Never Hold Anything Against You (except for the edge of my knife) 
215,2321,731.0,Acapulco Rodriguez,Live at WFMU on Acapulco Dance Party on 6/24/2006,0.0,Radio Program,,Mouthus,256000.0,,505.0,Experimental,[32],"[32, 38]",Attribution,1.0,[],APDP Part One
216,2322,731.0,Acapulco Rodriguez,Live at WFMU on Acapulco Dance Party on 6/24/2006,0.0,Radio Program,,Mouthus,256000.0,,166.0,Experimental,[32],"[32, 38]",Attribution,2.0,[],APDP Part Two
217,2323,731.0,Acapulco Rodriguez,Live at WFMU on Acapulco Dance Party on 6/24/2006,0.0,Radio Program,,Mouthus,256000.0,,338.0,Experimental,[32],"[32, 38]",Attribution,3.0,[],APDP Part Three
218,2324,731.0,Acapulco Rodriguez,Live at WFMU on Acapulco Dance Party on 6/24/2006,0.0,Radio Program,,Mouthus,256000.0,,677.0,Experimental,[32],"[32, 38]",Attribution,4.0,[],APDP Part Four
219,2325,913.0,Jason Sigal,Mudboy Live at WFMU on Talk's Cheap on 6/16/2008,3.0,Live Performance,,Mudboy,256000.0,,891.0,Experimental,[1],"[1, 38]",Attribution,1.0,[],First Isis
220,2326,913.0,Jason Sigal,Mudboy Live at WFMU on Talk's Cheap on 6/16/2008,3.0,Live Performance,,Mudboy,256000.0,,692.0,Experimental,[1],"[1, 38]",Attribution,2.0,[],duet with Pumice
221,2327,913.0,Jason Sigal,Mudboy Live at WFMU on Talk's Cheap on 6/16/2008,3.0,Live Performance,,Mudboy,256000.0,,1583.0,Experimental,[1],"[1, 38]",Attribution,0.0,[],Live at WFMU (Full set)
222,2328,1834.0,Irene Trudel,Live at WFMU on Irene Trudel's Show 11/10/08,4.0,Live Performance,,Neil Halstead,256000.0,,315.0,Folk,[103],"[17, 103]",Attribution,1.0,[],Oh! Mighty Engine
223,2329,2216.0,Rob Weisberg ,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,1.0,Live Performance,,Pistolera,256000.0,,259.0,International,[46],"[2, 46]",Attribution,1.0,[],Nuevos Ojos
224,2330,2216.0,Rob Weisberg ,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,1.0,Live Performance,,Pistolera,256000.0,,227.0,International,[46],"[2, 46]",Attribution,2.0,[],Mentirosas
225,2331,2216.0,Rob Weisberg ,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,1.0,Live Performance,,Pistolera,256000.0,,148.0,International,[46],"[2, 46]",Attribution,3.0,[],Tatuaje
226,2332,2216.0,Rob Weisberg ,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,1.0,Live Performance,,Pistolera,256000.0,,197.0,International,[46],"[2, 46]",Attribution,4.0,[],Policia
227,2333,2216.0,Rob Weisberg ,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,1.0,Live Performance,,Pistolera,256000.0,,245.0,International,[46],"[2, 46]",Attribution,5.0,[],Vieja
228,2334,2216.0,Rob Weisberg ,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,1.0,Live Performance,,Pistolera,256000.0,,268.0,International,[46],"[2, 46]",Attribution,6.0,[],Un Momento
229,2335,2216.0,Rob Weisberg ,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,1.0,Live Performance,,Pistolera,256000.0,,216.0,International,[46],"[2, 46]",Attribution,7.0,[],No te Olvidare
230,2336,2216.0,Rob Weisberg ,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,1.0,Live Performance,,Pistolera,256000.0,,195.0,International,[46],"[2, 46]",Attribution,8.0,[],Algo Pa que te Olvides
231,2337,2216.0,Rob Weisberg ,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,1.0,Live Performance,,Pistolera,256000.0,,205.0,International,[46],"[2, 46]",Attribution,9.0,[],No Suspires
232,2338,2216.0,Rob Weisberg ,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,1.0,Live Performance,,Pistolera,256000.0,,296.0,International,[46],"[2, 46]",Attribution,10.0,[],Extranjero
233,2339,2216.0,Rob Weisberg ,Pistolera Live at Barbes on Rob Weisberg's Show 5/17/2008,1.0,Live Performance,,Pistolera,256000.0,,236.0,International,[46],"[2, 46]",Attribution,11.0,[],Cazador
234,2340,18714.0,,Live at Barbes with Rob Weisberg of WFMU's Transpacific Sound Paradise,-1.0,,,Pistolera,256000.0,,2871.0,International,[46],"[2, 46]",Attribution,0.0,[],Pistolera Live at Barbes with Rob Weisberg
235,2341,2220.0,Rob Weisberg,Reynold Philipsek Live at Barbes on Rob Weisberg's Show 5/17/2008,0.0,Live Performance,,Reynold Philipsek,256000.0,,217.0,Jazz,[4],[4],Attribution,2.0,"['jazz', 'acoustic guitar']",Sans Souci
